,DateTime,City,Country,Operator,Type,Company,Aboard,Fatalities,Ground,Flight Type,Phase,Cause,Summary,Year,Month,Day,Survivors,%Survivors
1273,1953-07-27 12:30:00,Near Kanggye, North Korea,AEROFLOT,Ilyushin IL-12,Ilyushin,21.0,21.0,0.0,passenger,unknown,War,shot down by a u.s. air force f-86 jet fighter towards the end of the korean war. the russian government claimed the plane was over chinese air space.,1953,July,Monday,0.0,0.0
1274,1955-09-29 00:00:00,Yellowknife, Northwest Territory,ASSOCIATED AIRWAYS,Avro 685 York C-1,Avro,2.0,1.0,0.0,passenger,unknown,unknown,the cargo plane ditched into the thoa river. fuel exhaustion.,1955,September,Thursday,1.0,50.0
1275,1953-08-03 02:28:00,Off Fethiye Point, Turkey,AIR FRANCE,Lockheed L- 749A Constellation,Lockheed,42.0,4.0,0.0,passenger,unknown,Engine failure,the no. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the no. 4 engine and necessitating a ditching 1.5 miles from the coast. failure in flight of a propeller blade. four passengers drowned.,1953,August,Monday,38.0,90.47619047619048
1276,1953-08-03 22:37:00,Sharjah, United Arab Emirates,ORIENT AIRWAYS,Douglas DC-3,Douglas,25.0,1.0,0.0,passenger,While taking off,unknown,"shortly after taking off, the aircraft entered a turn and crashed to the ground. the failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark.",1953,August,Monday,24.0,96.0
1277,1953-08-05 00:00:00,Off Irish coast,,MILITARY - U.S. AIR FORCE,Boeing B-34,Boeing,23.0,14.0,0.0,military,unknown,unknown,,1953,August,Wednesday,9.0,39.130434782608695
1278,1953-08-18 00:00:00,Near San Diego, California,AEROVIAS CONTRERAS,Curtiss C-46A,Curtiss,2.0,2.0,0.0,passenger,unknown,unknown,the cargo plane flew into a mountain.,1953,August,Tuesday,0.0,0.0
1279,1953-09-01 00:00:00,Near Barcelonnette, France,AIR FRANCE,Lockheed 749A Constellation,Lockheed,42.0,42.0,0.0,passenger,While landing,Pilot error,"while on approach to land at nice-cote d' azur airport the aircraft crashed into mt. cemet in the french alps. french violinist jacques tribaud, 72, among those killed. navigational error. pilot deviated from the prescribled route for reasons unknown.",1953,September,Tuesday,0.0,0.0
1280,1953-09-01 18:42:00,Vail, Washington,REGINA CARGO AIRLINES,Douglas DC-3,Douglas,21.0,21.0,0.0,passenger,unknown,Pilot error,crashed 26 nm short of mcchord afb. the pilot's attempt to continue flight under the provisions of vfr during ifr conditions.,1953,September,Tuesday,0.0,0.0
1281,1953-09-08 13:16:00,San Andres, Honduras,TACA,Douglas C-47A,Douglas,3.0,3.0,0.0,passenger,While landing,Pilot error,after a missed approach the no. 2 engine of the cargo plane failed. failure of the right engine when the pilot wished to obtain maximum power from both engines after a missed landing.,1953,September,Tuesday,0.0,0.0
1282,1953-09-14 00:00:00,Chablekal, Mexico,TRANSPORTES AÉREOS MEXICANOS,Douglas C-47A,Douglas,2.0,1.0,0.0,cargo,While landing,Weather conditions,the cargo plane struck a tower in fog while attempting to land.,1953,September,Monday,1.0,50.0
1283,1953-09-16 08:34:00,Albany, New York,AMERICAN AIRLINES,Convair CV-240-0,Convair,28.0,28.0,0.0,passenger,While landing,Weather conditions,"after circling, the aircraft crashed into two radio towers while on approach to albany municipal airport. while the pilot was aligning with the runway, he descended below obstructions partially obscured by fog. crew's failure to abandon the landing under adverse weather conditions.",1953,September,Wednesday,0.0,0.0
1284,1953-09-25 00:00:00,Ankara, Turkey,DEVLET HAVA YOLLARI,Douglas DC-3,Douglas,21.0,5.0,0.0,passenger,unknown,Engine failure,crashed to the ground after an engine fire.,1953,September,Friday,16.0,76.19047619047619
1285,1953-09-28 16:18:00,Louisville, Kentucky,RESORT AIRLINES,Curtiss C-46F-1-CU,Curtiss,41.0,25.0,0.0,passenger,While landing,unknown,"while the plane was attempting to land it entered a steep climb, stalled and crashed. the structural failure of the left elevator in flight, causing loss of control. this structural failure was brought about by the left outboard hinge bolt backing out of the assembly. the underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition.",1953,September,Monday,16.0,39.02439024390244
1286,1953-10-14 00:00:00,Frankfurt, Germany,SABENA,Convair CV-240-12,Convair,44.0,44.0,0.0,passenger,While taking off,Engine failure,loss of engine power on takeoff. the loss of power may possibly be attributed to the heavy deposit of lead on the spark plugs.,1953,October,Wednesday,0.0,0.0
1287,1953-10-17 00:00:00,Lai Chau, Vietnam,COMPAGNIE SILA,Douglas C-47B,Douglas,7.0,2.0,0.0,passenger,unknown,unknown,cargo plane.,1953,October,Saturday,5.0,71.42857142857143
1288,1953-10-19 13:00:00,Near Monterrey, Mexico,AEROVIAS CONTRERAS,Douglas C-46A-CU ( DC-3),Douglas,21.0,21.0,0.0,passenger,unknown,unknown,crashed into a ravine.,1953,October,Monday,0.0,0.0
1289,1953-10-19 00:56:00,New York City, New York,EASTERN AIR LINES,Lockheed 749A Constellation,Lockheed,27.0,2.0,0.0,passenger,While landing,Weather conditions,the aircraft crashed a few seconds after becoming airborne. the captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.,1953,October,Monday,25.0,92.5925925925926
1290,1953-10-29 08:44:00,Near Half Moon Bay, California,BRITISH COMMONWEALTH PACIFIAIRLINES,Douglas DC-6,Douglas,19.0,19.0,0.0,passenger,unknown,Weather conditions,"while flying in fog on an approach to san francisco international airport, the aircraft crashed into a redwood forest on a mountain ridge, 7.5 miles southeast of half moon bay. the plane struck the ridge of king's mountain and broke up, scattering wreckage over a half-mile area.  failure of the crew to follow prescribed procedures for an instrument approach. american pianist, william kapell, 31, killed.",1953,October,Thursday,0.0,0.0
1291,1953-11-03 00:00:00,Potosi, Bolivia,LLOYD AEREO BOLIVIANO,Douglas DC-3,Douglas,28.0,28.0,0.0,passenger,unknown,unknown,"crashed into rodeo pampa mountain during approach, 37 miles from its destination.",1953,November,Tuesday,0.0,0.0
1292,1953-11-11 17:30:00,Off Argyll, England,MILITARY - ROYAL AIR FORCE,Avro Shackleton MR-2,Avro,10.0,10.0,0.0,military,unknown,unknown,,1953,November,Wednesday,0.0,0.0
1293,1953-12-04 00:00:00,Mt. Somosierra, Spain,AVIACO,Bristol 170 Freighter 21,Bristol,33.0,23.0,0.0,passenger,unknown,Weather conditions,crashed in poor weather conditions.,1953,December,Friday,10.0,30.303030303030305
1294,1953-12-12 00:00:00,Nagpur, India,INDIAN AIRLINES,Douglas DC-3,Douglas,14.0,13.0,0.0,passenger,While landing,Pilot error,"the aircraft experienced loss of control in too steep a turn. loss of critical height during a steep left hand turn, with the landing gear down, executed by the pilot at an unsafe altitude in an attempt to return to the aerodrome, after experiencing a temporary loss of power of the left engine soon after becoming airborne. a false right engine fire warning precipitated the attempt at a forced landing.",1953,December,Saturday,1.0,7.142857142857142
1295,1953-12-19 00:00:00,Zurich, Switzerland,SABENA,Convair CV-240,Convair,44.0,1.0,0.0,passenger,unknown,Weather conditions,descended below the glide path in poor weather and darkness and crashed 1.5 miles short of the runway. poor approach procedures performed by the pilot.,1953,December,Saturday,43.0,97.72727272727273
1296,1953-12-21 00:00:00,Dah-el-Kadeeb, Syria,SYRIAN AIRWAYS,Douglas DC-3,Douglas,15.0,9.0,0.0,passenger,unknown,unknown,,1953,December,Monday,6.0,40.0
1297,1954-01-02 00:00:00,Herat, Afghanstan,ARIANA AFGHAN AIRLINES,Douglas DC-3,Douglas,21.0,21.0,0.0,passenger,unknown,unknown,,1954,January,Saturday,0.0,0.0
1298,1954-01-05 00:00:00,Lapseki, Turkey,DEVLET HAVA YOLLARI,Douglas DC-3,Douglas,10.0,4.0,0.0,passenger,unknown,unknown,flew into a mountain.,1954,January,Tuesday,6.0,60.0
1299,1954-01-06 17:20:00,Near Aldbury, England,MILITARY -ROYAL AIR FORCE,Vickers Valetta,Vickers,17.0,16.0,0.0,military,While taking off,unknown,the aircraft crashed 4 minutes after taking off in a snow shower. the aircraft lost altitude and crashed to the ground for reasons unknown.,1954,January,Wednesday,1.0,5.88235294117647
1300,1954-01-10 09:50:00,Off Elba, Italy,BRITISH OVERSEAS AIRWAYS,de Havilland DH106 Comet 1,Havilland,35.0,35.0,0.0,passenger,While en route,unknown,the aircraft broke up in-flight while en route from rome to london. metal fatigue due to a design flaw caused a breakup of the aircraft. second crash with the same cause. the aircraft was nicknamed 'yoke peter.',1954,January,Sunday,0.0,0.0
1301,1954-01-11 00:00:00,Manizales, Colombia,AVIANCA,Douglas DC-3,Douglas,21.0,21.0,0.0,passenger,While taking off,unknown,crashed into a mountain 1 hour after takeoff.,1954,January,Monday,0.0,0.0
1302,1954-01-13 00:00:00,Long Beach, California,MILITARY - U.S. AIR FORCE,F-88 Sabre Jet,F-88,1.0,1.0,6.0,military,While landing,unknown,the jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land.,1954,January,Wednesday,0.0,0.0
1303,1954-01-14 00:00:00,Rome, Italy,PHILIPPINE AIR LINES,Douglas DC-6,Douglas,16.0,16.0,0.0,passenger,While landing,Engine failure,crashed in a steep dive while making an ifr landing in turbulence following an engine fire. probably lost a wing during a pull out from a steep dive.,1954,January,Thursday,0.0,0.0
1304,1954-01-14 00:00:00,Prague, Czechoslovakia,CESKOSLOVENSKE AEROLINIE,Douglas DC-3 (C-47A-DK),Douglas,15.0,15.0,0.0,passenger,While taking off,unknown,crashed during takeoff.,1954,January,Thursday,0.0,0.0
1305,1954-01-20 00:00:00,Kansas City, Missouri,ZANTOP AIR TRANSPORT,Douglas DC-3A,Douglas,3.0,3.0,0.0,cargo,unknown,unknown,the cargo plane crashed while on approach. the loss of control of the aircraft at an altitude too low to effect recovery. the loss of control resulted from an accumulation of ice and the use of de-icer boots at low air speeds.,1954,January,Wednesday,0.0,0.0
1306,1954-02-01 13:50:00,Off Hokkaido, Japan,MILITARY - U.S. AIR FORCE,Curtiss-Wright C46D-CU,Curtiss-Wright,35.0,35.0,0.0,military,unknown,Fire,"after reporting a fire in the cargo hold and that a ditching was imminent,  the last message from the aircraft was 'i've lost control of the aircraft we're going in.'",1954,February,Monday,0.0,0.0
1307,1954-02-05 00:00:00,Susitna Valley, Alaska,MILITARY - U.S. AIR FORCE,Douglas C-47,Douglas,16.0,10.0,0.0,military,unknown,unknown,"the plane broke apart over the susitna valley of south central alaska and the scattered parts fell onto kesugi ridge, which is now within denali state park. six servicemen wearing parachutes escaped by being thrown from the disintegrating aircraft.",1954,February,Friday,6.0,37.5
1308,1954-02-12 00:00:00,Off Gozo, Malta,MILITARY - ROYAL AIR FORCE,Avro Shackleton MR-2,Avro,10.0,10.0,0.0,military,unknown,unknown,crashed at sea while on manuvers.,1954,February,Friday,0.0,0.0
1309,1954-02-25 00:00:00,New Delhi, India,INDIAN AIRLINES,Douglas DC-3,Douglas,3.0,3.0,0.0,passenger,unknown,unknown,the test flight crashed after attempting to determine the cause of a crash at nagpur on 12/12/1953.,1954,February,Thursday,0.0,0.0
1310,1954-02-26 10:32:00,Wright, Wyoming,WESTERN AIRLINES,Convair CV-240,Convair,9.0,9.0,0.0,passenger,unknown,Weather conditions,"after entering an area of severe turbulence and icing, the plane made a rapid descent and struck the ground at high speed. a sudden emergency of undetermined origin under adverse weather conditions resulting in rapid descent and impact with the ground at high speed.",1954,February,Friday,0.0,0.0
1311,1954-03-04 14:30:00,Near St. Etienne de Tinee, France,MILITARY - U.S. AIR FORCE,Douglas C-47A-DL,Douglas,20.0,20.0,0.0,military,While en route,unknown,"the aircraft struck a mountain and disintegrated at an altitude of 8,000 ft. while en route. the accident occurred in snow and low overcast conditions. the plane had drifted off the prescribed course and no wind drift correction had been made.",1954,March,Thursday,0.0,0.0
1312,1954-03-13 00:00:00,Kallang Airport, Singapore,BRITISH OVERSEAS AIRWAYS,Lockheed 749A-79-33 Constellation,Lockheed,40.0,33.0,0.0,passenger,While landing,Pilot error,"crashed short of the runway, hit a wall, overturned and caught fire. improper procedures used in landing.  pilot fatigue.",1954,March,Saturday,7.0,17.5
1313,1954-03-14 00:00:00,Off Mackay, Australia,QUEENSLAND AIRLINES,Douglas C-47A,Douglas,2.0,2.0,0.0,passenger,While en route,unknown,the cargo plane crashed into the sea while en route.,1954,March,Sunday,0.0,0.0
1314,1954-03-19 22:30:00,Near Lothian, Maryland,MILITARY - U.S. AIR FORCE,Fairchild C-110F,Fairchild,18.0,18.0,0.0,military,unknown,unknown,crashed to the ground about 20 minutes after leaving bolling air force base. the aircraft was circling a radio beacon under vfr waiting for ifr clearance. an attempt to maintain vfr flight at night and in poor visibility.  possible crew fatigue.,1954,March,Friday,0.0,0.0
1315,1954-03-26 00:00:00,Monterrey, Mexico,AERONAVES DE MEXICO,Douglas DC-3,Douglas,18.0,18.0,0.0,passenger,While landing,unknown,crashed and burned on friar's peak while waiting for permission to land.,1954,March,Friday,0.0,0.0
1316,1954-04-03 00:00:00,Adana, Turkey,DEVLET HAVA YOLLARI,Douglas DC-3,Douglas,25.0,25.0,0.0,passenger,While en route,unknown,crashed en route approximately 15 minutes after takeoff from adana.,1954,April,Saturday,0.0,0.0
1317,1954-04-04 00:00:00,Hanoi, Vietnam,AUTREX,Douglas C-54A,Douglas,4.0,4.0,0.0,passenger,unknown,unknown,the cargo plane crashed into the red river while on approach.,1954,April,Sunday,0.0,0.0
1318,1954-04-08 19:10:00,Off Stromboli, Italy,BRITISH OVERSEAS AIRWAYS,de Havilland DH106 Comet 1,Havilland,21.0,21.0,0.0,passenger,While en route,unknown,the aircraft broke up in-flight and crashed into the sea en route from rome to cairo. metal fatigue due to a design flaw led to the breakup of the aircraft. third crash with the same cause. the aircraft was nicknamed 'yoke yoke.',1954,April,Thursday,0.0,0.0
1319,1954-04-08 10:03:00,Moose Jaw, SK,TRANS CANADA AIR LINES / RCAF,Canadair C-4-1Argonaut / Harvard Mark II,Canadair,36.0,36.0,1.0,passenger,unknown,Pilot error,"midair collision between a canadair c-4-1 and a rcaf harvard mark ii at 6,000 feet.  thirty-five killed on the canadair, one on the harvard. failure on the part of the pilots of both aircraft to maintain a proper lookout. the onus of responsibility for keeping out of the way being with the harvard aircraft as it had the other on its own right side.",1954,April,Thursday,0.0,0.0
1320,1954-04-13 00:00:00,Santiago, Chile,LAN,Douglas DC-3,Douglas,16.0,16.0,0.0,passenger,unknown,unknown,,1954,April,Tuesday,0.0,0.0
1321,1954-04-13 00:00:00,Xieng Kouang, Laos,SOCIETE INDOCHINOISE DE RAVITEILLEMENT,Lockheed 18 Lodestar,Lockheed,23.0,16.0,0.0,passenger,While taking off,unknown,crashed and burned during takeoff.,1954,April,Tuesday,7.0,30.434782608695656
1322,1954-04-23 21:25:00,Sierra del Vilgo, Argentina,AEROLINEAS ARGENTINAS,Douglas DC-3,Douglas,25.0,25.0,0.0,passenger,unknown,unknown,crashed into a mountain during an approach. deviation from prescribed course for unknown reasons. crew fatigue may have played a part. the captain acted contrary to company policy regarding a required ifr approach.,1954,April,Friday,0.0,0.0
1323,1954-04-30 09:18:00,Near Calcutta, India,DARBHANGA AVIATION,Douglas C-47A-30-DK,Douglas,11.0,5.0,0.0,passenger,While taking off,Pilot error,"the aircraft tried to return to the airport after the no. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. delay in feathering the no. 1 engine after failure. improper emergency procedural errors by the pilot.",1954,April,Friday,6.0,54.54545454545454
1324,1954-05-22 09:23:00,Paraparaumu, New Zealand,NEW ZEALAND NATIONAL AIRWAYS,Douglas DC-3,Douglas,28.0,3.0,0.0,passenger,unknown,Engine failure,crashed onto a roadway from a height of 500 ft. the crew used the wrong fuel selection configueration and the engines failed due to fuel starvation.,1954,May,Saturday,25.0,89.28571428571429
1325,1954-05-31 00:00:00,Cipo Mountain, Brazil,TRANSPORTES AEREOS NACIONALES,Douglas DC-3,Douglas,19.0,19.0,0.0,cargo,While en route,unknown,the aircraft deviated from its normal course by 30 miles and struck a mountain. navigational error. the minimum safety height for the route was not complied with.,1954,May,Monday,0.0,0.0
1326,1954-06-03 00:00:00,Near Maribor, Slovenia,SABENA,Douglas C-47A,Douglas,4.0,1.0,0.0,passenger,unknown,unknown,the cargo plane ran off the end of the runway and crashed after being attacked by a fighter jet.,1954,June,Thursday,3.0,75.0
1327,1954-06-04 00:00:00,Sao Paulo, Brazil,VARIG,Curtiss C-46A,Curtiss,3.0,3.0,0.0,passenger,While taking off,unknown,the cargo plane crashed on takeoff. elevator lock was not removed prior to takeoff.,1954,June,Friday,0.0,0.0
1328,1954-06-08 00:00:00,Tourane, Vietnam,SOC. DE TR. AÉRIENS D'EXTRÊME ORIENT,Douglas C-47-DL,Douglas,4.0,4.0,0.0,passenger,unknown,unknown,,1954,June,Tuesday,0.0,0.0
1329,1954-06-19 00:00:00,Off Folkestone, England,SWISSAIR,Convair CV-240-4,Convair,9.0,3.0,0.0,passenger,unknown,unknown,the plane ditched into the atlantiocean after running out of fuel. three non-swimming passengers drowned due to lack of lifesaving equipment aboard. negligence of the crew in not monitoring the fuel situation as the flight progressed.,1954,June,Saturday,6.0,66.66666666666666
1330,1954-07-02 12:00:00,Near Salvador, Brazil,MILITARY - BRAZILIAN AIR FORCE,Lockheed C-28,Lockheed,20.0,20.0,0.0,military,While landing,Engine failure,the aircraft crashed while attempting to land at salvador. engine failure at a critical stage in landing.,1954,July,Friday,0.0,0.0
1331,1954-07-23 09:45:00,Off Hainan Island, China,CATHAY PACIFIAIRWAYS,Douglas DC-4,Douglas,18.0,10.0,0.0,passenger,unknown,War,ditched into the sea after being shot down by chinese lachovlin  la-7 military fighter aircraft. the survivors were rescued by the u.s. air force.,1954,July,Friday,8.0,44.44444444444444
1332,1954-08-08 15:40:00,Near McGrath, Alaska,ALASKA AIRLINES,Douglas DC-2,Douglas,2.0,2.0,0.0,passenger,unknown,unknown,"flew into a mountain, 35 miles northeast of mcgrath.",1954,August,Sunday,0.0,0.0
1333,1954-08-09 00:08:00,Terceira Island, Azores,AVIANCA,Lockheed 749A-79 Constellation,Lockheed,30.0,30.0,0.0,passenger,While taking off,Weather conditions,"crashed into mountains after poor weather diverted the flight from santa maria. flew opposite to prescribed course after takeoff. crew error. the failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea.",1954,August,Monday,0.0,0.0
1334,1954-08-12 00:00:00,Vietnam,,AUTREX,Douglas DC-3,Douglas,3.0,3.0,0.0,passenger,While en route,unknown,crashed en route.,1954,August,Thursday,0.0,0.0
1335,1954-08-16 00:00:00,Near Pakse, Laos,AIR VIETNAM (SOUTH VIETNAM),Bristol 170 Freighter 21E,Bristol,55.0,47.0,0.0,passenger,While landing,Engine failure,crashed into the mekong river while making an emergency landing after encountering engine failure. the aircraft was being used to evacuate families.,1954,August,Monday,8.0,14.545454545454545
1336,1954-08-22 17:03:00,Near Mason City, Iowa,BRANIFF AIRLINES,Douglas DC-3,Douglas,19.0,12.0,0.0,passenger,unknown,Weather conditions,"the aircraft crashed 16 miles south of mason city, iowa due to a loss of control after penetrating an area of thunderstorms during a go-around. the flight, while endeavouring to traverse a thunderstorm area, encountered very heavy rain, divergent winds, and strong downdrafts that forced the aircraft to the ground.",1954,August,Sunday,7.0,36.84210526315789
1337,1954-08-23 11:35:00,Near Dutch Coast, North Sea,KLM ROYAL DUTCH AIRLINES,Douglas DC-6B,Douglas,21.0,21.0,0.0,passenger,unknown,unknown,crashed into the north sea in rain showers and heavy seas. cause not determined.,1954,August,Monday,0.0,0.0
1338,1958-05-16 00:00:00,Chatenoy, France,BRITISH EUROPEAN AIRWAYS,Douglas C-47A,Douglas,3.0,3.0,0.0,passenger,unknown,Weather conditions,broke up in midair while flying through a thunderstorm.,1958,May,Friday,0.0,0.0
1339,1954-08-27 22:10:00,Near Rapid City, South Dekota,MILITARY - U.S. AIR FORCE,Convair RB-36H,Convair,27.0,26.0,0.0,military,While landing,unknown,crashed while making practice approaches to ellsworth air force base during its sixth attempt. the plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.,1954,August,Friday,1.0,3.7037037037037033
1340,1954-09-05 02:30:00,Foynes, Ireland,KLM ROYAL DUTCH AIRLINES,Lockheed 1049C-55-81 S Constellation,Lockheed,56.0,28.0,0.0,passenger,While taking off,unknown,"less than a minute after takeoff, the aircraft crashed into a mudbank of the shannon river. although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. the aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. the fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended.",1954,September,Sunday,28.0,50.0
1341,1954-09-12 20:08:00,Off Rio de Janeiro, Brazil,CRUZEIRO,Douglas DC-3,Douglas,30.0,6.0,0.0,passenger,unknown,Engine failure,the plane was attemping to return to the rio de janeiro after severe vibrations in the no. 1 engine made the crew feather the prop.  while on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the sea.   lack of reference to instruments after opening the throttle to go-around in restricted visibility.  power may have been inadvertently reduced on the good engine.,1954,September,Sunday,24.0,80.0
1342,1954-09-15 00:00:00,Cairo, Egypt,MISRAIR,Vickers 634 Viking,Vickers,4.0,3.0,0.0,passenger,unknown,unknown,stalled and crashed during a test flight.,1954,September,Wednesday,1.0,25.0
1343,1954-10-24 17:50:00,Nar Limone Piemonte, Italy,MILITARY - U.S. AIR FORCE,Douglas C-47A-DL,Douglas,21.0,21.0,0.0,military,While en route,Pilot error,crashed in the alps on the french/italian border while en route. the instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains.,1954,October,Sunday,0.0,0.0
1344,1954-10-30 00:00:00,Off Ocean City, Maryland,MILITARY - U.S. NAVY,Lockheed R7V-1,Lockheed,42.0,42.0,0.0,military,While landing,unknown,"the aircraft disappeared approximately 300 miles east of ocean city, maryland and no trace of the wreckage or bodies was ever found.",1954,October,Saturday,0.0,0.0
1345,1954-10-30 23:00:00,Off the coast of Maryland,,MILITARY - U. S. NAVY,Lockheed R-7V1,Lockheed,42.0,42.0,0.0,military,While landing,unknown,disappeared 350 miles off the maryland coast.,1954,October,Saturday,0.0,0.0
1346,1954-10-31 15:10:00,Mangalore, Australia,TAA,Vickers 720 Viscount,Vickers,8.0,3.0,0.0,passenger,While taking off,Pilot error,"crashed during takeoff. an error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run.",1954,October,Sunday,5.0,62.5
1347,1954-11-16 00:00:00,Jirishanga,Cerro de Pasco,TAM (BRAZIL),Douglas DC-3,Douglas,24.0,24.0,0.0,passenger,While en route,unknown,disappeared over the andes while en route.  wreckage found 12/04/1954.,1954,November,Tuesday,0.0,0.0
1348,1954-11-30 11:15:00,Berlin, New Hampshire,NORTHEAST AIRLINES,Douglas DC-3,Douglas,7.0,2.0,0.0,passenger,unknown,unknown,the aircraft crashed during an ils approach to berlin. premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.,1954,November,Tuesday,5.0,71.42857142857143
1349,1954-12-04 00:00:00,Near Luang Pragang, Laos,AIR LAOS,Douglas DC-3,Douglas,28.0,28.0,0.0,passenger,While en route,unknown,crashed en route on the company's first commercial flight.,1954,December,Saturday,0.0,0.0
1350,1954-12-12 00:00:00,Bratislava, Slovakia,CESKOSLOVENSKÉ AEROLINIE,Douglas C-47A,Douglas,4.0,4.0,0.0,passenger,unknown,unknown,,1954,December,Sunday,0.0,0.0
1351,1954-12-18 00:00:00,Near Bolivar, Venezuela,LINEA AEROPOSTAL VENEZOLANA,Douglas C-47A,Douglas,2.0,2.0,0.0,passenger,unknown,unknown,the cargo plane crashed into a mountain.,1954,December,Saturday,0.0,0.0
1352,1954-12-18 14:00:00,New York, New York,LINEE AEREE ITALIANE,Douglas DC-6B,Douglas,32.0,26.0,0.0,passenger,While landing,Pilot error,"the plane crashed into approach lights of the runway during the fourth landing attempt at idlewild airport, sinking into jamaica  bay. an erratiapproach which resulted in a descent to an altitude too low to avoid striking the pier. a contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern.",1954,December,Saturday,6.0,18.75
1353,1954-12-22 23:00:00,Pittsburgh, Pennsylvania,JOHNSON FLYING SERVICE,Douglas DC-3,Douglas,28.0,10.0,0.0,cargo,unknown,unknown,ditched into the monongahela river after running out of fuel. inadequate flight planning. contributing factors were inadequate crew supervision and training.,1954,December,Wednesday,18.0,64.28571428571429
1354,1954-12-25 00:00:00,Prestwick, Ayrshire,BRITISH OVERSEAS AIRWAYS,Boeing B377-10-28 Stratocruiser,Boeing,36.0,28.0,0.0,passenger,While landing,Pilot error,"crashed short of the runway, landing hard. pilot error. errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway.",1954,December,Saturday,8.0,22.22222222222222
1355,1954-12-29 00:00:00,Near Moscow, Russia,AEROFLOT,,,45.0,45.0,0.0,passenger,unknown,unknown,,1954,December,Wednesday,0.0,0.0
1356,1954-12-31 00:00:00,Irkutsk, Russia,AEROFLOT,Ilyushin 14,Ilyushin,17.0,17.0,0.0,passenger,While taking off,unknown,crashed during takeoff.,1954,December,Friday,0.0,0.0
1357,1955-01-11 21:00:00,Off Skellings, Ireland,MILITARY -ROYAL AIR FORCE,Avro Shackleton M-2 / Avro Shakleton M-2,Avro,18.0,18.0,0.0,military,unknown,Clash,"disappeared while on a training mission. possibility, the two planes collided in midair.",1955,January,Tuesday,0.0,0.0
1358,1955-01-12 09:05:00,Greater Cincinnati Airport, Covington,TRANS WORLD AIRLINES / CASTLETON INC.,Martin 202A / DC-3,Martin,15.0,15.0,0.0,passenger,unknown,unknown,"midair collision at 700-900 feet. the dc-3 entered the airport's control space without clearance or communication with the tower. thirteen killed on the martin, two crew on the dc-3.",1955,January,Wednesday,0.0,0.0
1359,1955-01-19 16:25:00,Des Moines, Iowa,UNITED AIR LINES,Convair CV-340,Convair,39.0,0.0,0.0,passenger,While landing,unknown,almost complete loss of elevator control and severe vibration was experienced shortly after taking off from des moines. the plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. the captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  a series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.,1955,January,Wednesday,39.0,100.0
1360,1955-01-31 00:00:00,Lapadrera, Colombia,INTERAMERICANA DE AVIACION,Consolidated PBY-5 Catalina,Consolidated,5.0,5.0,0.0,passenger,While landing,unknown,crashed into the caqueta river while landing.,1955,January,Monday,0.0,0.0
1361,1955-02-02 03:50:00,Nagpur, India,INDIAN AIRLINES,Douglas DC-3,Douglas,10.0,10.0,0.0,passenger,While taking off,unknown,"crashed into a field shortly after takeoff. the aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude.",1955,February,Wednesday,0.0,0.0
1362,1955-02-05 10:04:00,Near Calabar, Nigeria,WEST AFRICAN AIRWAYS,Bristol 170 Freighter 21E,Bristol,13.0,13.0,0.0,passenger,While taking off,unknown,crashed shortly after taking off after a wing failed. a design flaw in the wing led to fatigue cracks and wing failure.,1955,February,Saturday,0.0,0.0
1363,1955-02-13 18:53:00,Rome, Italy,SABENA,Douglas DC-6,Douglas,29.0,29.0,0.0,passenger,unknown,unknown,crashed into a mountain while on approach. navigational error due to failure to use radio equipment.,1955,February,Sunday,0.0,0.0
