,DateTime,Year,Month,Day,City,Country,Operator,Type,Company,Route,Aboard,Fatalities,Ground,Survivors,Flight Type,Phase,Cause,Summary
1526,1958-03-07 00:00:00,1958,3,Friday,Menzalah Lake, Egypt,MISRAIR,Vickers 628 Viking 1B,Vickers,Athens - Cairo,26.0,8.0,0.0,18.0,passenger,unknown,unknown,"while approaching cairo, the aircraft was diverted to port said where it ditched into menzalah lake."
1527,1958-03-22 02:05:00,1958,3,Saturday,Grants, New Mexico,PRIVATE,Lockheed 18 Lodestar,Lockheed,,4.0,4.0,0.0,0.0,private,unknown,Weather conditions,"the aircraft went down 35 miles sw of grants, new mexico. fog, snow and thunderstorms were reported in the area. film director, producer mike todd, 49, husband of elizabeth taylor, killed.  elizabeth taylor, who had planned to go on the trip with her husband, remained at home, ill with bronchitis. the plane was named 'the lucky liz.'"
1528,1958-03-24 00:00:00,1958,3,Monday,Near Kathmandu, Nepal,INDIAN AIRLINES,Douglas DC-3,Douglas,Simra - Kathmandu,20.0,20.0,0.0,0.0,passenger,While en route,unknown,"due to a navigational error the aircraft flew the wrong route into a valley. while maneuvering to make a turn, the aircraft stalled and crashed. wreckage was found 16 miles from kathmandu."
1529,1958-03-25 00:00:00,1958,3,Tuesday,Miami, Florida,BRANIFF AIRLINES,Douglas DC-7-C,Douglas,,24.0,9.0,0.0,15.0,passenger,While taking off,Engine failure,the plane crashed 2 minutes after takeoff while trying to return to the airport  after reporting a fire in the no. 3 engine. the failure of the captain to maintain altitude during an emergency return to the airport due to his undue preoccupation with an engine fire following takeoff.
1530,1958-03-27 16:15:00,1958,3,Thursday,Bridgeport, Texas,MILITARY - U.S. AIR FORCE/MILITARY - U.S. AIR FORCE,Douglas C-124C / Fairchild C-119C,Douglas,,18.0,18.0,0.0,0.0,military,While landing,Pilot error,"collided in midair while cruising at 6,000 ft. both aircraft crashed into farmlands killing all aboard. the pilot of the 49-195a was flying at the wrong altitude."
1531,1958-04-02 00:00:00,1958,4,Wednesday,Quito, Ecuador,TRANSPORTES AEREOS ORIENTALES,Junkers JU-52/3m,Junkers,Quito - Esmeraldas,14.0,3.0,0.0,11.0,cargo,unknown,unknown,
1532,1958-04-06 23:19:00,1958,4,Sunday,Freeland, Michigan,CAPITAL AIRLINES,Vickers Viscount 745D,Vickers,New York - Detroit - Saginaw - Chicago,47.0,47.0,0.0,0.0,passenger,While landing,Weather conditions,"the aircraft stalled and crashed into a corn field, 300 feet short of the runway, while making a landing attempt at tri-city airport in restricted visibility of rain and snow. the aircraft struck the ground nose first, then flipped over and broke apart.  icing of the horizontal stabilizer leading to loss of pitch control."
1533,1958-04-07 09:00:00,1958,4,Monday,Mt. Illiniza, Ecuador,AREA,Douglas DC-3,Douglas,Guayaquil - Quito,32.0,32.0,0.0,0.0,passenger,unknown,Pilot error,flew into a mountain 15 minutes after leaving guayaquil. procedural error. the pilot did not maintain ifr until clear of the cloud cover.
1534,1958-04-14 20:07:00,1958,4,Monday,Off Castell de Fels, Spain,AVIACO,de Havilland DH-114 Heron 2D,Havilland,Zaragoza - Barcelona,16.0,16.0,0.0,0.0,passenger,While taking off,unknown,crashed into the ocean after a sudden avoidance manuver. atc error. another aircraft was permitted to takeoff without the exact position of the plane being known.
1535,1958-04-21 08:30:00,1958,4,Monday,Near Sloan, 10 miles SW of Las Vegas,UNITED AIR LINES / MILITARY - U.S. AIR FORCE,Douglas DC-7 / F-100F,Douglas,Los Angeles - New York City,49.0,49.0,0.0,0.0,military,While en route,unknown,"the dc-7 was en route from los angeles to denver flying at 21,000 ft. the military jet was on a training mission being conducted under vfr. the fighter initiated an evasive maneuver just prior to colliding with the airliner. both trainee and instructor aboard the f-100 were killed along with all forty-seven aboard the dc-7 airliner. a high rate of near head-on closure at high altitude,  human and cockpit limitations and the failure of nellis air force base and the civil aeronautics administration to take measures to reduce a known collision exposure as training exercises were allowed to be conducted within the confines of several airways after numerous close calls with military jets had been reported by airline crews for more than a year prior to the tragedy."
1536,1958-05-18 04:30:00,1958,5,Sunday,Near Casablanca, Morocco,SABENA,Douglas DC-7C,Douglas,Lisbon - Leopoldville,65.0,61.0,0.0,4.0,passenger,While landing,Pilot error,"the aircraft developed trouble in the no. 1 engine while en route from lisbon to leopoldville. while attempting to land in poor visibility on 3 engines, the aircraft stalled 80 ft. above the ground and crashed into a building and burst into flames. pre-crash damage to the no. 1 engine. an error of judgment by the pilot in reapplication of power when the aircraft was neither in the appropriate configuration nor at a sufficient speed to carry out the attempted safety maneuver."
1537,1958-05-20 11:29:00,1958,5,Tuesday,Brunswick, Maryland,CAPITAL AIRLINES / MILITARY - AIR NATIONAL GUARD,Vickers Viscount 745D / T-33A,Vickers,Pittsburgh - Baltimore,11.0,11.0,0.0,0.0,military,unknown,Pilot error,"midair collision at 8,000 ft., four miles ene of brunswick. failure of the t-33a pilot to exercise a proper see and avoid procedure to avoid other traffic. one aboard the t-33 ejected safely, all aboard the viscount were killed."
1538,1958-05-25 00:00:00,1958,5,Sunday,Gurgaon, India,DAN-AIR SERVICES,Avro 685 York C-1,Avro,,5.0,4.0,0.0,1.0,cargo,While landing,Engine failure,a fire in fligth caused by a failure of the no. 1 engine. during the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire.
1539,1958-05-31 00:00:00,1958,5,Saturday,SW of Algiers, Algeria,AIR FRANCE,Douglas DC-3,Douglas,Algier - Colomb-Bechar - Tindouf,15.0,15.0,0.0,0.0,passenger,unknown,unknown,crashed into mountains 100 miles southwest of algiers.
1540,1958-05-31 00:00:00,1958,5,Saturday,Rio de Janeiro, Brazil,PARAENSE TRANSPORTES AÉREOS,Curtiss C-46D,Curtiss,,4.0,4.0,0.0,0.0,cargo,unknown,unknown,the cargo plane crashed.
1541,1958-06-02 05:23:00,1958,6,Monday,Manila, Philippines,PAN AMERICAN WORLD AIRWAYS,Boeing 377 Stratocruiser 10-26,Boeing,San Francisco - Singapore,57.0,1.0,0.0,56.0,passenger,While landing,Engine failure,"a hard landing in heavy rain and gusty winds at manila caused the collapse of the right main landing gear. a prop broke off the no. 3 engine, penetrated the cabin and killed one passenger. the aircraft was named 'clipper golden gate.'"
1542,1958-06-02 00:00:00,1958,6,Monday,Near Guadalajara, Mexico,AERONAVES DE MEXICO,Lockheed 749A Constellation,Lockheed,Guadalajara - Mexico City,45.0,45.0,0.0,0.0,passenger,unknown,unknown,the plane crashed into la latilla mountain 13 km west of guadalajara. the aircraft did not climb out in accordance with approved procedures.
1543,1958-06-04 13:58:00,1958,6,Wednesday,Martinsburg, West Virginia,CAPITAL AIRLINES,Douglas DC-3,Douglas,Training,3.0,1.0,0.0,2.0,passenger,While landing,Pilot error,"following the trainee-pilot's failure to maintain minimum-control speed during an attempted go-around, the instructor-pilot failed to take control of the aircraft in sufficient time to prevent a critical loss of altitude. a contributing factor was the malfunction of the landing gear latch which delayed retraction of the landing gear and caused the distraction of the instructor-pilot for several seconds during a critical period of the go-around."
1544,1958-06-16 00:00:00,1958,6,Monday,Curitiba, Brazil,CRUZEIRO,Convair CV-440-59,Convair,Florianopolis - Curitiba,27.0,19.0,0.0,8.0,passenger,unknown,Clash,crashed during approach after encountering a downdraft. missed the runway and collided with a tree. windshear.
1545,1958-06-25 00:00:00,1958,6,Wednesday,Mohanbari, India,INDIAN AIRLINES,Douglas C-47A,Douglas,,7.0,7.0,0.0,0.0,passenger,unknown,Engine failure,while manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. a contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.
1546,1958-06-27 00:30:00,1958,6,Friday,Near Chicopee Falls, Massachusetts,MILITARY - U.S. AIR FORCE,Boeing KC-135A,Boeing,Westover AFB - London,15.0,15.0,0.0,0.0,military,unknown,Pilot error,"the aircraft crashed while attempting to break a transatlantiflight record. heavily loaded with fuel, the pilots failed to detect the aircraft had gone into a slight descent shortly after becoming airborne. the plane struck some power lines and crashed near the massachusetts turnpike. the dead included six journalists."
1547,1958-07-09 00:00:00,1958,7,Wednesday,Dhaka, Baangladesh,INDIAN AIRLINES,Douglas C-47A,Douglas,,3.0,3.0,0.0,0.0,passenger,unknown,unknown,structural failure in the air.
1548,1958-08-09 01:14:00,1958,8,Saturday,Benghazi, Libya,CENTRAL AFRICAN AIRWAYS,Vickers Viscount 748D,Vickers,Wadi Halfa - Benina,54.0,36.0,0.0,18.0,passenger,unknown,unknown,crashed into high ground during approach. misinterpreted or misread altimeter reading. possible fatigue.
1549,1958-08-12 00:00:00,1958,8,Tuesday,Sakiya Saugye, Japan,ALL NIPPON AIRWAYS,Douglas DC-3,Douglas,Tokyo - Nagoya,33.0,33.0,0.0,0.0,passenger,While landing,Engine failure,ditched into the sea near izu island appoximately 1 hour after taking off after experiencing engine trouble.
1550,1958-08-12 00:00:00,1958,8,Tuesday,Maraso Bay, Brazil,LANSA,Douglas DC-4,Douglas,,10.0,10.0,0.0,0.0,passenger,unknown,unknown,crashed on approach. cause unknown.
1551,1958-08-14 03:45:00,1958,8,Thursday,North AtlantiOcean, 100 miles W of Galway Bay,KLM ROYAL DUTCH AIRLINES,Lockheed 1049H Super Constellation,Lockheed,Amsterdam - Shannon - Gander - New York,99.0,99.0,0.0,0.0,passenger,While landing,unknown,"the aircraft crashed into the sea while en route from shannon to gander, newfoundland. possible overspeeding of outer propeller."
1552,1958-08-15 00:00:00,1958,8,Friday,Nantucket, Massachusett,NORTHEAST AIRLINES,Convair CV-240-2,Convair,New York City - Nantucket,34.0,24.0,0.0,10.0,passenger,unknown,Weather conditions,"the aircraft crashed 1,450 feet short of the runway while on approach. poor judgement and technique by the pilot during approach in poor weather conditions."
1553,1958-08-15 00:00:00,1958,8,Friday,Near Chita, Russia,AEROFLOT,Tupolev TU-104-A,Tupolev,,64.0,64.0,0.0,0.0,passenger,unknown,Weather conditions,the aircraft stalled after flying over a thunderstorm. the aircraft climbed in excess of its operational ceiling considering its weight.
1554,1958-09-02 00:00:00,1958,9,Tuesday,Sasnashen, Russia,MILITARY - U.S. AIR FORCE,Lockheed C-130A-II Hercules,Lockheed,,17.0,17.0,0.0,0.0,military,unknown,War,shot down by soviet mig fighters.
1555,1958-09-02 00:00:00,1958,9,Tuesday,London, England,INDEPENDENT AIR TRAVEL,Vickers 621 Viking 1,Vickers,,3.0,3.0,4.0,0.0,passenger,unknown,Engine failure,the cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.
1556,1958-09-02 06:10:00,1958,9,Tuesday,Off Guam,,MILITARY - U.S. AIR FORCE,Douglas C-124C Globemaster,Douglas,Guam - Clark AB,19.0,19.0,0.0,0.0,military,unknown,Fire,the aircraft crashed 35 miles west of agana naval air station. in-flight fire of unknown origin.
1557,1958-09-05 00:00:00,1958,9,Friday,Campina Grande, Brazil,LOIDE AEREO NACIONAL,Curtiss C-46A-CU,Curtiss,,18.0,13.0,0.0,5.0,passenger,While landing,unknown,the aircraft crashed after a second landing attempt. improper approach procedure. incorrect forcast provided to the crew.
1558,1958-09-08 00:00:00,1958,9,Monday,Near Fairchild AFB, Washington DC,MILITARY - U.S. AIR FORCE / U.S. AIR FORCE,Boeing B-52 / Boeing B-52,Boeing,,16.0,13.0,0.0,3.0,military,unknown,Pilot error,"in vfr conditions the two boeing b-52 stratofortress bombers approached the same runway at the same time. the two aircraft rammed into each other 900 feet above the ground and crashed. eight out of 9 aboard 56-661 were killed. five out of 7 aboard 56-681 were killed. operator error, in that the pilots of both aircraft failed to maintain safe separation during vfr conditions."
1559,1958-09-09 00:00:00,1958,9,Tuesday,Mount Oyama, Japan,FLYING TIGER LINE,Lockheed L-1049H Super Constellation,Lockheed,,8.0,8.0,0.0,0.0,passenger,unknown,unknown,crashed into mount oyama 15 miles southwest of tokyo.
1560,1958-09-15 00:00:00,1958,9,Monday,Triel, France,MILITARY - U.S. AIR FORCE,Lockheed C-130A Hercules,Lockheed,,15.0,15.0,0.0,0.0,military,unknown,unknown,midair collision.
1561,1958-09-29 00:00:00,1958,9,Monday,Over the Mediterranean Sea,,MIDDLE EAST AIRLINES,Avro 685 York I,Avro,Beirut - Rome,5.0,5.0,0.0,0.0,passenger,unknown,unknown,the cargo plane disappeared over the mediterranean sea and was never found.
1562,1958-10-09 00:00:00,1958,10,Thursday,Payette, Idaho,MILITARY - U.S. AIR FORCE,Fairchild C-123 Provider,Fairchild,,19.0,19.0,0.0,0.0,military,unknown,Pilot error,crashed and exploded on flat terrain easts of payette. a loss of control or the incapacitation of one of the pilots may have factored in the accident.
1563,1958-10-14 00:22:00,1958,10,Tuesday,Mt. Alto del Cedro, Venezuela,LINEA AEROPOSTAL VENEZOLANA,Lockheed 1049E Super Constellation,Lockheed,,23.0,23.0,0.0,0.0,passenger,unknown,unknown,crashed into the alto del cedro mountain. premature descent. navigation error. lack of navigation facilities in the area.
1564,1958-10-15 00:00:00,1958,10,Wednesday,Villa Montes, Bolivia,TAM (BOLIVIA),Douglas C-47A,Douglas,Fortin Campero - Tarija,20.0,20.0,0.0,0.0,passenger,While en route,unknown,crashed into mountain while en route.
1565,1958-10-17 00:00:00,1958,10,Friday,Near Kanash, Russia,AEROFLOT,Tupolev TU-104A,Tupolev,Peking - Moscow,80.0,80.0,0.0,0.0,passenger,unknown,unknown,"the plane was on a flight from peking to moscow at fl330 when it went out of control. the aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. the captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell."
1566,1958-10-18 00:00:00,1958,10,Saturday,Placentia Bay, Canada,MILITARY - U.S. NAVY,Lockheed WV-2 Super Constellation,Lockheed,"Patuxent River, NAS - Argentia,NAS",29.0,11.0,0.0,18.0,military,unknown,unknown,"crashed 1,000 feet short of the argentia, nas runway."
1567,1958-10-22 11:50:00,1958,10,Wednesday,Anzio, Italy,BRITISH EUROPEAN AIRWAYS,Vickers Viscount 701C,Vickers,London - Napoli,31.0,31.0,0.0,0.0,passenger,unknown,Pilot error,midair collision with an italian air force f-86. the airliner drifted off course. neither pilot saw each other before they collided.
1568,1958-11-01 02:01:00,1958,11,Saturday,Nipe Bay, Cuba,CUBANA DE AVIACION,Vickers Viscount 755D,Vickers,Miami - Varadero,20.0,17.0,0.0,3.0,passenger,While landing,unknown,"hijacked by 4 cuban rebels, the plane crashed after running out of fuel while attempting to land at preston airport."
1569,1958-11-03 20:00:00,1958,11,Monday,Near Roccatamburo di Poggiodomo, Italy,YEMEN AIRLINES,Douglas C-47-DL,Douglas,Rome - Belgrade,8.0,8.0,0.0,0.0,passenger,unknown,Pilot error,"the dc-3 was to fly the yemenite under secretary of foreign affairs from rome to belgrade. the aircraft the aircraft crashed on the western slopes of mount porretta at an elevation of 2,690 feet due to a navagation error. pilot error."
1570,1958-11-08 00:00:00,1958,11,Saturday,La Paz, Bolivia,TAM (BOLIVIA),Douglas DC-3,Douglas,San Borja - La Paz,3.0,3.0,0.0,0.0,passenger,While en route,unknown,the cargo plane disappeared en route.
1571,1958-11-09 13:21:00,1958,11,Sunday,North AtlantiOcean,,ARTOP AEROTOPOGRAFICA LDA,Martin Mariner,Martin,Cabo Ruivo - Funchal,36.0,36.0,0.0,0.0,passenger,unknown,unknown,the aircraft was missing on a flight from cabo ruivo to funchal over the north atlantiafter transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes n 12 degrees w.
1572,1958-11-16 00:00:00,1958,11,Sunday,Fort Collins, Colorado,CAPITOL AIRWAYS,Curtiss C-46F,Curtiss,,2.0,2.0,0.0,0.0,passenger,While en route,Engine failure,"the cargo plane lost an engine while enroute and crashed. icing, turbulence."
1573,1958-12-04 17:15:00,1958,12,Thursday,Guadarrama Mountains, Spain,AVIACO,SNCASE Languedoc,SNCASE,Vigo - Madrid,21.0,21.0,0.0,0.0,passenger,unknown,Weather conditions,crashed into la rodilla de la mujer muerta while on approach to madrid. loss of control due to icing and turbulence.
1574,1958-12-24 11:58:00,1958,12,Wednesday,Winkton, England,BOAC,Bristol 175 Britannia 312,Bristol,Test,12.0,9.0,0.0,3.0,passenger,While landing,Weather conditions,while descending the aircraft struck the ground in heavy fog.
1575,1958-12-26 12:52:00,1958,12,Friday,Salisbury, Zimbabwe,UNION AEROMARITIME DE TRANSPORT,Douglas DC-6B,Douglas,Johannesberg - Salisbury - Brazzaville - Nice - Paris,70.0,3.0,0.0,67.0,cargo,While taking off,Weather conditions,"the aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. the aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm."
1576,1958-12-30 00:00:00,1958,12,Tuesday,Rio de Janeiro, Brazil,VASP,Saab Scandia,Saab,Rio de Janeiro - Sao Paulo,37.0,21.0,0.0,16.0,passenger,While taking off,Pilot error,crashed on takeoff after the no.1 engine failed. pilot error. pilot's incorrect handling of controls in flight.
1577,1962-01-13 00:00:00,1962,1,Saturday,Near Tippi, Ethiopia,ETHIOPIAN AIRLINES,Douglas DC-3,Douglas,Tippi - Jimma,18.0,5.0,1.0,13.0,passenger,While taking off,unknown,swerved off the runway while taking off and struck a structure.
1578,1959-01-06 11:20:00,1959,1,Tuesday,Mt. Pena Blanca, Guatemala,SAHSA AIRLINES,Douglas DC-3,Douglas,Copan - Nuovo Octopeque,5.0,5.0,0.0,0.0,passenger,While en route,Weather conditions,crashed into mt. pena blanca while en route. the pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.
1579,1959-01-08 20:32:00,1959,1,Thursday,Mt. Holston, Tennessee,SOUTHEAST AIRLINES,Douglas DC-3,Douglas,Nashville - Knoxville - Tri-City Aport,10.0,10.0,0.0,0.0,passenger,While landing,Pilot error,"the aircraft struck a mountain during an ils approach to tri-city airport. pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. an inoperative compass was not entered into the aircraft log."
1580,1959-01-11 00:00:00,1959,1,Sunday,Rio de Janeiro, Brazil,LUFTHANSA,Lockheed 1049G Super Constellation,Lockheed,Hamburg - Rio de Janeiro,39.0,36.0,0.0,3.0,passenger,unknown,unknown,"the plane descended over guanabara bay in rain, struck the water with the nosewheel and crashed on flecheiras beach, short of the runway. descent below minima for reasons unknown. crew fatigue possible."
1581,1959-01-14 00:00:00,1959,1,Wednesday,Panther Peak, California,CALIFORNIA AIR FREIGHT,Curtiss C-46F,Curtiss,"Burbank, CA - Seattle, WA",2.0,2.0,0.0,0.0,passenger,While en route,unknown,the cargo plane crashed into panther peak while en route.
1582,1959-01-16 21:40:00,1959,1,Friday,Off Mar del Plata, Argentina,AUSTRAL LINEAS AERAS (ARGENTINA),Curtiss C-46A-50-CU,Curtiss,Buenos Aires - Mar del Plata,52.0,51.0,0.0,1.0,passenger,unknown,Pilot error,"the aircraft overshot runway and a missed approach procedure was initiated. the plane gradually descended into the ocean just offshore. the pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. the pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill."
1583,1959-01-21 00:00:00,1959,1,Wednesday,Near Merida, Venezuela,LINEA EXPRESA BOLIVAR,Curtiss C-46D-15-CU,Curtiss,Merida - Lagunillas,4.0,4.0,0.0,0.0,passenger,While en route,Pilot error,"while en route,  flying vfr the plane ran into a cloud covered el callejon pass  at 7,000 feet. the aircraft made a 180deg turn but crashed into the la culata peak at an altitude of 13,500 feet. flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot."
1584,1959-01-22 15:00:00,1959,1,Thursday,Dabouk, Jordan,AIR JORDAN,Convair CV-240-2,Convair,Jerusalem - Dobouk,15.0,10.0,0.0,5.0,passenger,unknown,Weather conditions,struck trees during approach and crashed 2.8 miles northwest of wadi-es-sir. adverse weather conditions.
1585,1959-01-27 06:10:00,1959,1,Tuesday,Brindisi, Italy,AIR CHARTER,Avro 688,Avro,,6.0,2.0,0.0,4.0,passenger,While taking off,unknown,"overran the runway while taking off, cashed and burst into flames. windshear."
1586,1959-02-01 23:37:00,1959,2,Sunday,Kerrville, Texas,GENERAL AIRWAYS,Douglas DC-3,Douglas,"Pueblo, CO - San Antoonio, TX",28.0,3.0,0.0,25.0,passenger,While landing,Weather conditions,the aircraft crashed into a hill while attempting an emergency landing after experiencing icing. the captain's poor judgment in continuing into known and dangerous icing conditions.
1587,1959-02-03 01:00:00,1959,2,Tuesday,Mason City, Iowa,DWYER FLYING SERVICE - PRIVATE CHARTER,Beechcraft Bonanza 35,Beechcraft,Mason City - Fargo,4.0,4.0,0.0,0.0,cargo,unknown,Weather conditions,"buddy holly chartered the plane to fly to fargo after appearing as part of the winter dance party tour at clearlake, iowa.  j.p. 'the big bopper' richardson, who was suffering from the flu, talked waylon jenning into giving up his seat. ricthie valens won a coin-toss and went in place of tommy allsup. he commented 'i never won anything in my life' after winning the coin-toss. the plane took off into deteriorating weather conditions. the pilot, roger peterson, was not certified to fly ifr. the wreckage of the plane was found the next morning in a snowy meadow, 5 miles nw of the airport. the plane hit the ground at a high rate of speed and singers ritchie valens, 17, buddy holly, 22, jiles p. 'the big bopper' richardson, 28, as well as the pilot, were killed instantly. it appeared, the pilot became disoriented and flew the plane into the ground.  officially: the pilot's decision to undertake a flight in which the likelihood of encountering ifr conditions existed, when he was not certified to fly ifr. also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. in later years, a story appeared in the iowa globe gazette in which a pilot, al potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. potter stated the pilot radioed he had taken on ice and was losing power."
1588,1959-02-03 23:56:00,1959,2,Tuesday,La Guardia Airport, New York,AMERICAN AIRLINES,Lockheed  188A Electra,Lockheed,Chicago - New York City,73.0,65.0,0.0,8.0,passenger,While landing,Weather conditions,"while attempting to land in rain and fog at la guardia airport, the aircraft descended below the minimum altitude and crashed into the east river. the aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. limited experience of the crew with this particular type of aircraft. erroneous setting of the captain's altimeter. possibly misinterpretation of the altimeter and rate of descent indicator."
1589,1959-02-17 16:00:00,1959,2,Tuesday,Gatwick, Surrey,TURKISH AIRLINES (THY),Vickers Viscount 794D,Vickers,Ankara - Istanbul -  London,24.0,14.0,0.0,10.0,passenger,While landing,Weather conditions,"while on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. the flight had been diverted to gatwick because of fog at london.  cause unknown."
1590,1959-02-18 00:00:00,1959,2,Wednesday,Belen, Chile,SOUTHERN CROSS AIRWAYS,Curtiss C-46A,Curtiss,"Arica, Colombia - Puerto Suarez, Bolilvia",5.0,5.0,0.0,0.0,passenger,While landing,Engine failure,the cargo plane was overloaded and could not maintain altitude after losing an engine. crashed while attempting an emergency landing.
1591,1959-11-21 00:00:00,1959,11,Saturday,Beirut, Lebanon,ARIANA AFGHAN AIRLINES,Douglas DC-4,Douglas,Beirut - Tehran,27.0,24.0,0.0,3.0,passenger,While taking off,Pilot error,"crashed shortly after takeoff, 2.5 miles from beirut airport. navigation error. possible in-flight fire in the no. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb."
1592,1959-03-05 11:35:00,1959,3,Thursday,Managua, Nicaragua,TACA,Vickers Viscount 763,Vickers,Las Mercedes - Tegucigalpa,19.0,15.0,0.0,4.0,passenger,While landing,Engine failure,"crashed shortly after takeoff, inverted, into trees. failure of no. 1 engine on climbout. the non-retraction of the landing gear immediately after the aircraft reached v2. failure of engine no. 2 a few seconds later. the aircraft banked left, lost altitude and collided with trees. engine failure cause unknown."
1593,1959-03-12 14:10:00,1959,3,Thursday,Tobu, India,INDIAN AIRLINES,Douglas C-47A,Douglas,,7.0,5.0,0.0,2.0,passenger,unknown,Pilot error,the cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. he had previously descended to a low altitude in order to determine his position.
1594,1959-03-13 08:00:00,1959,3,Friday,Mahon, Spain,AVIACO,Bristol 170 Freighter 21E,Bristol,Palma de Mallorca - Mahon,18.0,1.0,0.0,17.0,passenger,While landing,unknown,"the plane banked to the right soon after leaving the ground and crashed to the ground. strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground"
1595,1959-03-29 00:00:00,1959,3,Sunday,Near Banga, Central African Republic,UNION AEROMARITIME DE TRANSPORT,Nord 2501 Noratlas,Nord,,9.0,9.0,0.0,0.0,cargo,While en route,unknown,crashed while en route in the jungle.
1596,1959-03-29 10:45:00,1959,3,Sunday,Near Silchar, India,INDIAN AIRLINES,Douglas DC-3,Douglas,Dum Dum - Agartala-Singerbhil - Kumbhirgram,24.0,24.0,0.0,0.0,passenger,unknown,Weather conditions,sustained structural failure while flying through a thunderstorm.
1597,1959-03-30 00:00:00,1959,3,Monday,Alma, Georgia,RIDDLE AIRLINES,Curtiss C-46A,Curtiss,"Orlando, FL - Atlanta, GA",2.0,2.0,0.0,0.0,passenger,unknown,Fire,the cargo plane lost control after a fire broke out in the cargo hold.
1598,1959-04-17 00:00:00,1959,4,Friday,Puerto Kino, Mexico,TIGRES VOLADORES,Curtiss C-46F-1-CU,Curtiss,Mexicale - Guaymas,26.0,26.0,0.0,0.0,passenger,unknown,Fire,exlpoded and caught fire near bahia de kino.  a bomb is believed to have exploded onboard.
1599,1959-04-23 00:00:00,1959,4,Thursday,Van, Turkey,AIR CHARTER,Avro 688 Super Trader,Avro,"Ankara, Turkey - Bahrain",12.0,12.0,0.0,0.0,passenger,unknown,unknown,"the cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into mt. suphan. the winds were stronger than forecast. an accurate bearing could not be obtained at mus and van had not been checked.  sub-normal temperatures would result in a high indicated altimeter reading. calculations on the flight and contacts with beacons were not coordinated and controlled."
1600,1959-04-29 16:00:00,1959,4,Wednesday,Valdemeca, Spain,IBERIA AIRLINES,Douglas DC-3,Douglas,Barcelona - Madrid,28.0,28.0,0.0,0.0,passenger,While en route,Weather conditions,"crashed into the east slopes of sierra de valdemeca after being diverted due to poor weather. joaquin blume, spain's european gymnastics champion, killed. unfavorable weather made it necessary to deviate from the planned route."
1601,1959-05-02 21:12:00,1959,5,Saturday,Mallorca, Spain,AUSTRIA-FLUGDIENST,Douglas DC-3,Douglas,Palma de Mallorca - Wien,5.0,5.0,0.0,0.0,passenger,unknown,unknown,"two minutes after reporting at 3,000feet the aircraft struck alfabia peak at 3,300 feet. insufficient altitude while flying at normal climb power."
1602,1959-05-12 15:29:00,1959,5,Tuesday,Charleston, West Virginia,CAPITAL AIRLINES,Lockheed C-69 Constellation,Lockheed,Pittsburg - Charleston,44.0,2.0,0.0,42.0,passenger,While landing,Pilot error,"the pilot intentionally ground looped the aircraft, which slid down a steep embankment caught fire and burned. landing too fast on a wet runway under conditions conductive to aquaplaning."
1603,1959-05-12 16:13:00,1959,5,Tuesday,Chase, Maryland,CAPITAL AIRLINES,Vickers Viscount 745D,Vickers,New York City - Atlanta,31.0,31.0,0.0,0.0,passenger,unknown,Weather conditions,"disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. icing. a farmhand observed a large chuck of ice fall from the plane seconds before the crash. a second plane crash involving capital airlines occurred at charleston, wv on this same day."
1604,1959-05-13 00:00:00,1959,5,Wednesday,Near Toumavista, Peru,TRANSPORTES AEREOS PERUANAS,Curtiss C-46A,Curtiss,Lima - Pucallpa,12.0,12.0,0.0,0.0,cargo,While en route,unknown,crashed into a hillside while en route.
